Timestamp,What is your background in philosophy,Where in the world did most of your childhood education and upbringing take place? ,I have thoughts,I can see red,I can smell coffee,There is something it is like to see red,There is a property of what it is like to see red,There are phenomenal properties,Consciousness exists,I know what Consciousness is,Consciousness cannot be explained by Science,Consciousness can be explained by Philosophy,It is possible for a Computer to have Consciousness,Consciousness is private (someone else could not know my consciousness) ,I can imagine myself as a bat,I can know what it's like to be a bat,The smell of coffee is a private phenomenal property,I have qualia,It is possible for everything about my body and brain to be the same and for me not to have a mind,I have an intuition that Consciousness exists,There is something in common to all of my sensory experiences,Whether or not I am seeing red is a fact,There is something in common to all of my red experiences,I would describe my views on mind as
11/11/2024 16:40:38,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Slightly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly Disagree,Slightly disagree,Slightly disagree,Slightly disagree,Strongly agree,Slightly agree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Unsure
11/11/2024 16:43:28,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Slightly agree,Slightly disagree,Slightly agree,Unsure: I understand the question,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Slightly disagree,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Unsure
11/11/2024 16:58:12,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly disagree,Unsure: I understand the question,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Unsure: I understand the question,Strongly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly agree,Unsure
11/11/2024 17:07:02,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Strongly Disagree,Strongly agree,Slightly agree,Strongly Disagree,Strongly Disagree,Slightly agree,Unsure: I understand the question,Strongly Disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Materialist
11/11/2024 17:07:17,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Slightly agree,Slightly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Slightly agree,Slightly agree,Strongly Disagree,Slightly agree,Unsure: I do not understand the question or think it is confused,Slightly disagree,Slightly agree,Slightly agree,Unsure: I understand the question,Slightly agree,Unsure
11/11/2024 17:09:22,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Strongly agree,Slightly disagree,Strongly Disagree,Strongly agree,Slightly agree,Strongly Disagree,Slightly disagree,Strongly agree,Strongly Disagree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Unsure
11/11/2024 17:09:34,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Slightly disagree,Slightly disagree,Strongly agree,Slightly agree,Strongly Disagree,Strongly agree,Strongly agree,Unsure: I understand the question,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Panpsychist
11/11/2024 17:10:45,Some formal education in philosophy (high school or otherwise),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly agree,Strongly Disagree,Strongly Disagree,Slightly agree,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Dualist
11/11/2024 17:13:29,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Slightly agree,Strongly agree,Unsure: I do not understand the question,Strongly agree,Slightly agree,Strongly agree,Slightly agree,Strongly Disagree,Slightly agree,Unsure: I understand the question,Slightly agree,Slightly disagree,Strongly Disagree,Strongly agree,Slightly agree,Slightly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Slightly agree,Unsure
11/11/2024 17:15:06,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Unsure: I do not understand the question or think it is confused,Slightly agree,Slightly agree,Unsure: I do not understand the question,Strongly Disagree,Strongly Disagree,Strongly agree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Slightly agree,Unsure: I do not understand the question or think it is confused,Slightly agree,Slightly agree,Materialist
11/11/2024 17:15:24,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly agree,Strongly Disagree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Materialist
11/11/2024 17:20:00,No background,Asia,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Strongly agree,Unsure: I understand the question,Slightly disagree,Slightly agree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Unsure: I understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Materialist
11/11/2024 17:23:37,Formal university education in philosophy,Asia,Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Slightly disagree,Slightly agree,Strongly agree,Slightly disagree,Slightly disagree,Slightly agree,Unsure: I understand the question,Unsure: I understand the question,Slightly agree,Strongly Disagree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Unsure
11/11/2024 17:30:31,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly disagree,Strongly Disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Unsure: I understand the question,Slightly agree,Slightly agree,Materialist
11/11/2024 17:35:12,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Slightly disagree,Slightly agree,Slightly disagree,Strongly agree,Slightly agree,Strongly Disagree,Slightly agree,Slightly agree,Slightly disagree,Strongly agree,Slightly disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,Slightly disagree,Slightly agree,Slightly disagree,Materialist
11/11/2024 17:38:42,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Slightly agree,Slightly disagree,Slightly disagree,Unsure: I do not understand the question,Slightly disagree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly disagree,Strongly Disagree,Slightly agree,Slightly disagree,Strongly Disagree,Slightly disagree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Strongly Disagree,Slightly agree,Idealist
11/11/2024 17:44:23,Formal university education in philosophy,"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Slightly agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,Slightly agree,Unsure: I do not understand the question or think it is confused,Slightly agree,Strongly agree,Strongly Disagree,Slightly disagree,Unsure: I do not understand the question or think it is confused,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question or think it is confused,Unsure
11/11/2024 17:44:24,No background,"Western World (North America, EU, AUS/NZ)",Strongly agree,Unsure: I understand the question,Strongly agree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Strongly agree,Unsure: I understand the question,Slightly agree,Strongly Disagree,Slightly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Strongly agree,Slightly disagree,Strongly Disagree,Slightly agree,Unsure
11/11/2024 17:48:45,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Strongly agree,Slightly agree,Strongly agree,Strongly agree,Strongly Disagree,Slightly disagree,Slightly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly agree,Unsure: I do not understand the question or think it is confused,Strongly agree,Slightly disagree,Strongly agree,Strongly agree,Strongly agree,Materialist
11/11/2024 17:51:13,Personal Interest (I read philosophy books and listen to philosophy podcasts),"Western World (North America, EU, AUS/NZ)",Strongly agree,Strongly agree,Strongly agree,Unsure: I do not understand the question,Unsure: I do not understand the question or think it is confused,Unsure: I do not understand the question or think it is confused,Strongly agree,Unsure: I understand the question,Strongly Disagree,Slightly disagree,Strongly agree,Strongly Disagree,Slightly agree,Unsure: I understand the question,Strongly Disagree,Strongly Disagree,Strongly Disagree,Unsure: I do not understand the question or think it is confused,Slightly agree,Strongly agree,Strongly agree,I don't like labels
